title,link,salary,company,area,update_time,exp_title,education,com_type
18000-23000 RMB for ESL  Teachers in Beijing,http://www.jobleadchina.com/job/2375,18000K/MTH - 23000K/MTH,51Laoy,Beijing,"Post time: July 30, 2018",Experience: Entry Level,Bachelor,School
Beijing ChangPing District International Kindergar,http://www.jobleadchina.com/job/2370,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: July 27, 2018",Experience: Entry Level,Bachelor,School
FOREIGN TEACHER POSITION AVAILABLE,http://www.jobleadchina.com/job/2368,6000K/MTH - 18000K/MTH,Tianshuo Education,Others,"Post time: July 26, 2018",Experience: Executive,Bachelor,Consultancy/Legal/Admin
Beijing ChangPing District International Kindergar,http://www.jobleadchina.com/job/2367,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: July 26, 2018",Experience: Entry Level,Bachelor,School
18000-23000 RMB for ESL  Teachers ,http://www.jobleadchina.com/job/2366,18000K/MTH - 23000K/MTH,51Laoy,Beijing,"Post time: July 25, 2018",Experience: Associate,Bachelor,School
18000-23000 RMB for ESL  Teachers in Beijing,http://www.jobleadchina.com/job/2359,18000K/MTH - 23000K/MTH,51Laoy,Beijing,"Post time: July 24, 2018",Experience: Associate,Master,School
Beijing Chaoyang District International Kindergart,http://www.jobleadchina.com/job/2357,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: July 24, 2018",Experience: Entry Level,Bachelor,School
18000-23000 RMB for ESL  Teachers ,http://www.jobleadchina.com/job/2348,18000K/MTH - 23000K/MTH,51Laoy,Beijing,"Post time: July 24, 2018",Experience: Associate,Bachelor,School
Beijing ChangPing International Kindergarten / Pre,http://www.jobleadchina.com/job/2340,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: July 23, 2018",Experience: Entry Level,Bachelor,School
English Teacher,http://www.jobleadchina.com/job/2145,14K/MTH - 17K/MTH,Spirit Kids Royal English,Guangzhou,"Post time: July 20, 2018",Experience: Entry Level,Any education,Teaching Center
English Teacher,http://www.jobleadchina.com/job/2177,14K/MTH - 17K/MTH,Spirit Kids Royal English,Guangzhou,"Post time: July 20, 2018",Experience: Entry Level,Any education,Teaching Center
English teachers,http://www.jobleadchina.com/job/1759,16000K/MTH - 20000K/MTH,51Laoy,Beijing,"Post time: July 19, 2018",Experience: Associate,Any education,School
18000-23000 RMB for ESL  Teachers ,http://www.jobleadchina.com/job/2335,18000K/MTH - 23000K/MTH,51Laoy,Beijing,"Post time: July 19, 2018",Experience: Mid-Senior Level,Bachelor,School
Beijing ChangePing District International Kinderga,http://www.jobleadchina.com/job/2333,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: July 19, 2018",Experience: Entry Level,Bachelor,School
Beijing ChangPing District International Kindergar,http://www.jobleadchina.com/job/2332,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: July 18, 2018",Experience: Entry Level,Bachelor,School
Beijing/Urumqi/Shandong International Kindergarten,http://www.jobleadchina.com/job/2323,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: July 16, 2018",Experience: Entry Level,Bachelor,School
Beijing/Urumqi/Shandong International Kindergarten,http://www.jobleadchina.com/job/2321,16K/MTH - 25K/MTH,LCAIS,Others,"Post time: July 13, 2018",Experience: Entry Level,Bachelor,School
Beijing/Urumqi/Shandong International Kindergarten,http://www.jobleadchina.com/job/2300,16K/MTH - 22K/MTH,LCAIS,Others,"Post time: July 12, 2018",Experience: Entry Level,Bachelor,School
Beijing/Urumqi/Shandong International Kindergarten,http://www.jobleadchina.com/job/2299,16K/MTH - 25K/MTH,LCAIS,Others,"Post time: July 12, 2018",Experience: Entry Level,Bachelor,School
Beijing/Urumqi/Shandong International Kindergarten,http://www.jobleadchina.com/job/2267,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: July 09, 2018",Experience: Entry Level,Bachelor,School
Beijing/Urumqi/Shandong International Kindergarten,http://www.jobleadchina.com/job/2249,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: July 06, 2018",Experience: Entry Level,Bachelor,School
SCHOLAR TREE ENGLISH TEACHER (3-12Y),http://www.jobleadchina.com/job/2242,16K/MTH - 24K/MTH,New Pathway,Chengdu,"Post time: July 05, 2018",Experience: Entry Level,Bachelor,Teaching Center
KINDERGARTEN TO 6TH GRADE TEACHER,http://www.jobleadchina.com/job/2241,16K/MTH - 24K/MTH,New Pathway,Shenzhen,"Post time: July 05, 2018",Experience: Entry Level,Bachelor,Teaching Center
English Teacher for Kids,http://www.jobleadchina.com/job/2240,18K/MTH - 24K/MTH,New Pathway,Chengdu,"Post time: July 05, 2018",Experience: Entry Level,Bachelor,Teaching Center
English Teacher for Kids,http://www.jobleadchina.com/job/2239,18000K/MTH - 24000K/MTH,New Pathway,Chengdu,"Post time: July 05, 2018",Experience: Entry Level,Bachelor,Teaching Center
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/2232,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: July 05, 2018",Experience: Entry Level,Bachelor,School
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/2231,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: July 05, 2018",Experience: Entry Level,Bachelor,School
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/2230,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: July 05, 2018",Experience: Entry Level,Bachelor,School
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/2229,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: July 05, 2018",Experience: Entry Level,Bachelor,School
Part time tutor needed in shanghai,http://www.jobleadchina.com/job/2222,15K/MTH - 16K/MTH,Tiandao Edu,Shanghai,"Post time: July 03, 2018",Experience: Mid-Senior Level,Bachelor,Consultancy/Legal/Admin
English Teacher,http://www.jobleadchina.com/job/2209,15000K/MTH - 20000K/MTH,ZENITH International Kindergarten,Guangzhou,"Post time: July 02, 2018",Experience: Entry Level,Any education,School
Homeroom teacher for K-G2,http://www.jobleadchina.com/job/2207,20K/MTH - 40K/MTH,T-school,Beijing,"Post time: July 02, 2018",Experience: Executive,Bachelor,School
"Subject teacher for G3-G9 (English, Mathematics, S",http://www.jobleadchina.com/job/2206,20K/MTH - 40K/MTH,T-school,Beijing,"Post time: July 02, 2018",Experience: Director,Bachelor,School
Training Center ESL (3-7 years old) 80h/m,http://www.jobleadchina.com/job/2204,18K/MTH - 23K/MTH,EIC Education K12,Shenzhen,"Post time: June 30, 2018",Experience: Associate,Bachelor,Teaching Center
kids English teacher,http://www.jobleadchina.com/job/2198,13000K/MTH - 15000K/MTH,Imagine Education Group,Wuhan,"Post time: June 30, 2018",Experience: Executive,Bachelor,Teaching Center
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/2197,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: June 29, 2018",Experience: Entry Level,Bachelor,School
Children's English Teacher,http://www.jobleadchina.com/job/1429,18K/MTH - 22K/MTH,TLC for Kids Shanghai,Shanghai,"Post time: June 29, 2018",Experience: Entry Level,Bachelor,School
Part-time English Teacher,http://www.jobleadchina.com/job/1276,1K/MTH - 2K/MTH,TLC for Kids Shanghai,Shanghai,"Post time: June 29, 2018",Experience: Entry Level,Bachelor,School
Full-time Children's English Teacher,http://www.jobleadchina.com/job/1948,18K/MTH - 18K/MTH,TLC for Kids Shanghai,Shanghai,"Post time: June 29, 2018",Experience: Associate,Bachelor,School
English Teacher,http://www.jobleadchina.com/job/2084,10000K/MTH - 20000K/MTH,Hindawell,Beijing,"Post time: June 28, 2018",Experience: Entry Level,Any education,Software
Temporary Academic English teacher,http://www.jobleadchina.com/job/2195,24K/MTH - 40K/MTH,Teesside,Beijing,"Post time: June 28, 2018",Experience: Associate,Any education,School
"Full-time native English Teacher for kindergarten,",http://www.jobleadchina.com/job/2194,10K/MTH - 20K/MTH,Linko,Others,"Post time: June 28, 2018",Experience: Associate,Bachelor,Teaching Center
Foreign English teacher in Chongqing City,http://www.jobleadchina.com/job/2192,10K/MTH - 15K/MTH,ABIE,Chongqing,"Post time: June 28, 2018",Experience: Entry Level,Any education,Teaching Center
Foreign English teacher,http://www.jobleadchina.com/job/1705,10K/MTH - 20K/MTH,ABIE,Others,"Post time: June 28, 2018",Experience: Entry Level,Any education,Teaching Center
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/2190,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: June 28, 2018",Experience: Entry Level,Bachelor,School
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/2189,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: June 28, 2018",Experience: Entry Level,Bachelor,School
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/2188,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: June 28, 2018",Experience: Entry Level,Bachelor,School
Foreign English Teacher,http://www.jobleadchina.com/job/2185,10K/MTH - 15K/MTH,KaiYue English School,Others,"Post time: June 28, 2018",Experience: Entry Level,Bachelor,School
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/2184,16K/MTH - 22K/MTH,LCAIS,Beijing,"Post time: June 27, 2018",Experience: Entry Level,Bachelor,School
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/2183,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: June 27, 2018",Experience: Entry Level,Bachelor,School
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/2182,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: June 27, 2018",Experience: Entry Level,Bachelor,School
FT,http://www.jobleadchina.com/job/2179,13K/MTH - 18K/MTH,NINGBO SHANE,Ningbo,"Post time: June 27, 2018",Experience: Associate,Bachelor,Teaching Center
Part-time Online English Teacher,http://www.jobleadchina.com/job/2178,5K/MTH - 7K/MTH,WeTalk English,Shanghai,"Post time: June 26, 2018",Experience: Mid-Senior Level,Any education,Teaching Center
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/2161,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: June 26, 2018",Experience: Entry Level,Bachelor,School
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/2160,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: June 26, 2018",Experience: Entry Level,Bachelor,School
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/2159,14K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: June 26, 2018",Experience: Entry Level,Bachelor,School
FT,http://www.jobleadchina.com/job/2158,13K/MTH - 18K/MTH,NINGBO SHANE,Ningbo,"Post time: June 26, 2018",Experience: Associate,Any education,Teaching Center
USKid online ESL teacher,http://www.jobleadchina.com/job/2154,0K/MTH - 10000K/MTH,USKid,Beijing,"Post time: June 25, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
Foreign English Teacher,http://www.jobleadchina.com/job/2146,10K/MTH - 15K/MTH,KaiYue English School,Others,"Post time: June 22, 2018",Experience: Entry Level,Bachelor,School
Urgent recruitment of ESL teacher for a public hig,http://www.jobleadchina.com/job/2143,14K/MTH - 18K/MTH,Expert International Education,Others,"Post time: June 21, 2018",Experience: Associate,Bachelor,School
English Teacher,http://www.jobleadchina.com/job/2139,14K/MTH - 17K/MTH,Spirit Kids Royal English,Guangzhou,"Post time: June 20, 2018",Experience: Entry Level,Associate,Teaching Center
Looking for Part-time teacher for video shooting,http://www.jobleadchina.com/job/2138,10K/MTH - 30K/MTH,对啊网,Beijing,"Post time: June 20, 2018",Experience: Entry Level,Bachelor,Translation/Proofreading
Internation high school needs foreign teachers in ,http://www.jobleadchina.com/job/2137,18000K/MTH - 24000K/MTH,Geosita Educational Technology Limited Coo,Beijing,"Post time: June 20, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
Public High School ESL Instructor,http://www.jobleadchina.com/job/2110,14K/MTH - 18K/MTH,Expert International Education,Others,"Post time: June 20, 2018",Experience: Associate,Any education,School
English Teacher,http://www.jobleadchina.com/job/2136,14K/MTH - 17K/MTH,Spirit Kids Royal English,Guangzhou,"Post time: June 19, 2018",Experience: Associate,Bachelor,Teaching Center
Foreign English Teacher,http://www.jobleadchina.com/job/2135,10K/MTH - 15K/MTH,KaiYue English School,Others,"Post time: June 19, 2018",Experience: Entry Level,Bachelor,School
Native English Teaching (NET) Opportunity in Guang,http://www.jobleadchina.com/job/1888,13K/MTH - 18K/MTH,Engoton Education Group,Guangzhou,"Post time: June 19, 2018",Experience: Entry Level,Any education,School
Training school English teachers,http://www.jobleadchina.com/job/2118,15000K/MTH - 20000K/MTH,Relevant,Chengdu,"Post time: June 14, 2018",Experience: Associate,Bachelor,Outsourcing
Training school English teachers,http://www.jobleadchina.com/job/2117,14000K/MTH - 14000K/MTH,Relevant,Chengdu,"Post time: June 14, 2018",Experience: Associate,Bachelor,Outsourcing
Primary school English teachers,http://www.jobleadchina.com/job/2116,14000K/MTH - 15500K/MTH,Relevant,Chengdu,"Post time: June 14, 2018",Experience: Associate,Bachelor,Outsourcing
International kindergarten English teachers,http://www.jobleadchina.com/job/2115,15000K/MTH - 18000K/MTH,Relevant,Chengdu,"Post time: June 14, 2018",Experience: Associate,Bachelor,Outsourcing
Foreign Teacher(外教),http://www.jobleadchina.com/job/2114,12000K/MTH - 24000K/MTH,Global Education（环球雅思）,Guangzhou,"Post time: June 14, 2018",Experience: Associate,Bachelor,Teaching Center
Kindergarten English teeachers,http://www.jobleadchina.com/job/2113,12000K/MTH - 12000K/MTH,Relevant,Chengdu,"Post time: June 14, 2018",Experience: Associate,Bachelor,Outsourcing
Training school English teachers,http://www.jobleadchina.com/job/2112,12000K/MTH - 15000K/MTH,Relevant,Chengdu,"Post time: June 14, 2018",Experience: Associate,Bachelor,Outsourcing
Training school English teachers,http://www.jobleadchina.com/job/2111,11000K/MTH - 14000K/MTH,Relevant,Chengdu,"Post time: June 14, 2018",Experience: Associate,Bachelor,Outsourcing
Junior Speech & Drama Teacher,http://www.jobleadchina.com/job/2093,16000K/MTH - 20000K/MTH,New Pathway,Shanghai,"Post time: June 11, 2018",Experience: Entry Level,Bachelor,Teaching Center
Junior Speech & Drama Teacher,http://www.jobleadchina.com/job/2092,16000K/MTH - 20000K/MTH,New Pathway,Shenzhen,"Post time: June 11, 2018",Experience: Entry Level,Bachelor,Teaching Center
ELA English Language Arts Teacher,http://www.jobleadchina.com/job/2091,16000K/MTH - 20000K/MTH,New Pathway,Shanghai,"Post time: June 11, 2018",Experience: Entry Level,Bachelor,Teaching Center
SAT Teacher,http://www.jobleadchina.com/job/2090,16000K/MTH - 20000K/MTH,New Pathway,Shanghai,"Post time: June 11, 2018",Experience: Entry Level,Bachelor,Teaching Center
Head Teacher (Junior Speech & Drama Teaching) ,http://www.jobleadchina.com/job/2089,20000K/MTH - 25000K/MTH,New Pathway,Shenzhen,"Post time: June 11, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
TEFL/ESL Teaching Position with EF Ningbo,http://www.jobleadchina.com/job/2088,10K/MTH - 11K/MTH,NINGBO ZHEWAI HUMAN RESOURCES SERVICE CO.,Ningbo,"Post time: June 11, 2018",Experience: Mid-Senior Level,Bachelor,Others
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/2073,18K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: June 07, 2018",Experience: Entry Level,Bachelor,School
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/2072,18K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: June 07, 2018",Experience: Entry Level,Bachelor,School
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/2071,18K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: June 07, 2018",Experience: Entry Level,Bachelor,School
English Teacher,http://www.jobleadchina.com/job/2068,14K/MTH - 16K/MTH,Spirit Kids Royal English,Others,"Post time: June 07, 2018",Experience: Associate,Any education,Teaching Center
English teacher,http://www.jobleadchina.com/job/2067,14K/MTH - 20K/MTH,Spirit Kids Royal English,Guangzhou,"Post time: June 07, 2018",Experience: Mid-Senior Level,Any education,Teaching Center
High School ESL Teacher ,http://www.jobleadchina.com/job/2065,15K/MTH - 18K/MTH,Cernet Education,Shenzhen,"Post time: June 06, 2018",Experience: Associate,Bachelor,School
Junior Speech & Drama Teaching ,http://www.jobleadchina.com/job/2064,16000K/MTH - 25000K/MTH,New Pathway,Shenzhen,"Post time: June 05, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
Academic Teacher,http://www.jobleadchina.com/job/2063,16000K/MTH - 25000K/MTH,New Pathway,Shanghai,"Post time: June 05, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
"Primay school in Qingdao, weekends off",http://www.jobleadchina.com/job/2040,15000K/MTH - 18000K/MTH,First Stop Professionals ,Qingdao,"Post time: June 01, 2018",Experience: Entry Level,Bachelor,School
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/2039,18K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: June 01, 2018",Experience: Entry Level,Bachelor,School
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/2038,18K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: June 01, 2018",Experience: Entry Level,Bachelor,School
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/2037,18K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: June 01, 2018",Experience: Entry Level,Bachelor,School
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/2034,18K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: May 31, 2018",Experience: Entry Level,Bachelor,School
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/2033,18K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: May 31, 2018",Experience: Entry Level,Bachelor,School
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/2032,18K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: May 31, 2018",Experience: Entry Level,Bachelor,School
Licensed primary school teacher ,http://www.jobleadchina.com/job/2018,28K/MTH - 50K/MTH,First Stop Professionals ,Qingdao,"Post time: May 30, 2018",Experience: Mid-Senior Level,Bachelor,School
ASDAN China Internship,http://www.jobleadchina.com/job/811,4K/MTH - 15K/MTH,ASDAN China,Beijing,"Post time: May 30, 2018",Experience: Executive,Bachelor,Teaching Center
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/2006,18K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: May 30, 2018",Experience: Entry Level,Bachelor,School
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/2005,18K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: May 30, 2018",Experience: Entry Level,Bachelor,School
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/2004,18K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: May 30, 2018",Experience: Entry Level,Bachelor,School
Full time ESL teacher in Education Group training ,http://www.jobleadchina.com/job/2000,14K/MTH - 15K/MTH,HeNan Liyun,Others,"Post time: May 29, 2018",Experience: Entry Level,Bachelor,School
"Teaching in Public Schools in Hangzhou, China",http://www.jobleadchina.com/job/1655,8K/MTH - 26K/MTH,Zhejiang Wenhe,Hangzhou,"Post time: May 29, 2018",Experience: Mid-Senior Level,Any education,Teaching Center
Curriculum Development Specialist,http://www.jobleadchina.com/job/1981,15K/MTH - 25K/MTH,100教育,Beijing,"Post time: May 28, 2018",Experience: Mid-Senior Level,Any education,Teaching Center
ESL Teachers Wanted for Teenager English Training ,http://www.jobleadchina.com/job/1362,12K/MTH - 20K/MTH,China Interntrip,Nanjing,"Post time: May 28, 2018",Experience: Associate,Any education,Consultancy/Legal/Admin
English Teacher for kids,http://www.jobleadchina.com/job/1983,12K/MTH - 13K/MTH,NINGBO ZHEWAI HUMAN RESOURCES SERVICE CO.,Ningbo,"Post time: May 28, 2018",Experience: Mid-Senior Level,Bachelor,Others
Part-time Native English Teacher needed in Shangha,http://www.jobleadchina.com/job/1977,4800K/MTH - 9600K/MTH,Linko,Shanghai,"Post time: May 24, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
Shandong International Kindergarten / Preschool En,http://www.jobleadchina.com/job/1970,14K/MTH - 20K/MTH,LCAIS,Beijing,"Post time: May 22, 2018",Experience: Entry Level,Bachelor,School
Shandong International Kindergarten / Preschool En,http://www.jobleadchina.com/job/1971,14K/MTH - 20K/MTH,LCAIS,Beijing,"Post time: May 22, 2018",Experience: Entry Level,Bachelor,School
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/1969,18K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: May 22, 2018",Experience: Entry Level,Bachelor,School
Part-time ESL teacher,http://www.jobleadchina.com/job/1919,3K/MTH - 4K/MTH,English Corner Live,Others,"Post time: May 22, 2018",Experience: Entry Level,Any education,Software
"Kindergarten teaching job in Qingdao, high salary",http://www.jobleadchina.com/job/1968,18000K/MTH - 23000K/MTH,First Stop Professionals ,Qingdao,"Post time: May 21, 2018",Experience: Mid-Senior Level,Bachelor,School
ESL teachers for primary schools,http://www.jobleadchina.com/job/1966,12K/MTH - 14K/MTH,Zhengzhou YunGon,Others,"Post time: May 21, 2018",Experience: Entry Level,Bachelor,School
English Teacher,http://www.jobleadchina.com/job/1963,12K/MTH - 18K/MTH,Suzhou RISE Immersion Subject English,Others,"Post time: May 19, 2018",Experience: Entry Level,Bachelor,Teaching Center
Foreign English Teacher,http://www.jobleadchina.com/job/1962,15K/MTH - 20K/MTH,ABIE,Chengdu,"Post time: May 18, 2018",Experience: Entry Level,Bachelor,Teaching Center
Kindergarten / Preschool English Teachers Wanted,http://www.jobleadchina.com/job/1961,18K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: May 18, 2018",Experience: Entry Level,Bachelor,School
Kindergarten / Preschool English Teachers Wanted,http://www.jobleadchina.com/job/1958,18K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: May 17, 2018",Experience: Entry Level,Bachelor,School
Kindergarten / Preschool English Teachers Wanted,http://www.jobleadchina.com/job/1957,18K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: May 17, 2018",Experience: Entry Level,Bachelor,School
Kindergarten / Preschool English Teachers Wanted,http://www.jobleadchina.com/job/1956,18K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: May 17, 2018",Experience: Entry Level,Bachelor,School
Kindergarten / Preschool English Teachers Wanted,http://www.jobleadchina.com/job/1955,18K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: May 17, 2018",Experience: Entry Level,Bachelor,School
Kindergarten / Preschool English Teachers Wanted,http://www.jobleadchina.com/job/1954,18K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: May 17, 2018",Experience: Entry Level,Bachelor,School
English online teacher,http://www.jobleadchina.com/job/1940,10K/MTH - 15K/MTH,smileabc,Others,"Post time: May 17, 2018",Experience: Associate,Any education,Teaching Center
ESL Teacher,http://www.jobleadchina.com/job/1941,15000K/MTH - 20000K/MTH,Snow,Shenzhen,"Post time: May 16, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
English teacher,http://www.jobleadchina.com/job/1934,18K/MTH - 20K/MTH,ABIE American baby international English,Shanghai,"Post time: May 11, 2018",Experience: Entry Level,Bachelor,Teaching Center
Ski Instructor ,http://www.jobleadchina.com/job/1925,18K/MTH - 31K/MTH,D&K Management Consulting,Beijing,"Post time: May 10, 2018",Experience: Entry Level,Any education,Consultancy/Legal/Admin
Kindergarten / Preschool English Teachers Wanted,http://www.jobleadchina.com/job/1913,18K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: May 09, 2018",Experience: Entry Level,Bachelor,School
Kindergarten / Preschool English Teachers Wanted,http://www.jobleadchina.com/job/1912,18K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: May 09, 2018",Experience: Entry Level,Bachelor,School
Kindergarten / Preschool English Teachers Wanted,http://www.jobleadchina.com/job/1911,18K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: May 09, 2018",Experience: Entry Level,Bachelor,School
Kindergarten / Preschool English Teachers Wanted,http://www.jobleadchina.com/job/1909,18K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: May 08, 2018",Experience: Entry Level,Bachelor,School
Kindergarten / Preschool English Teachers Wanted,http://www.jobleadchina.com/job/1907,18K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: May 08, 2018",Experience: Entry Level,Bachelor,School
"Qualified Foreign Teachers Wanted in China, salary",http://www.jobleadchina.com/job/1903,6000K/MTH - 18000K/MTH,Yizhao Education,Others,"Post time: May 07, 2018",Experience: Associate,Bachelor,Teaching Center
USKid online teacher,http://www.jobleadchina.com/job/1898,0K/MTH - 10000K/MTH,USKid,Beijing,"Post time: May 07, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
ESL Teachers wanted in China,http://www.jobleadchina.com/job/1895,6K/MTH - 16K/MTH,Zhongsheng Education Information Consulting Co. Lt,Others,"Post time: May 04, 2018",Experience: Mid-Senior Level,Bachelor,School
 National chain-like education center now recruiti,http://www.jobleadchina.com/job/1893,15000K/MTH - 22000K/MTH,Geosita Educational Technology Limited Coo,Beijing,"Post time: May 04, 2018",Experience: Associate,Bachelor,Teaching Center
Student Recruitment Officer at China Admissions,http://www.jobleadchina.com/job/1891,20K/MTH - 30K/MTH,JingJobs,Beijing,"Post time: May 03, 2018",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
Online English teacher,http://www.jobleadchina.com/job/1890,10K/MTH - 16K/MTH,Sincewin Education Company,Beijing,"Post time: May 03, 2018",Experience: Entry Level,Any education,Teaching Center
Preschool / Kindergarten English teacher,http://www.jobleadchina.com/job/705,18K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: April 28, 2018",Experience: Entry Level,Any education,School
Kindergarten / Preschool English Teachers Wanted,http://www.jobleadchina.com/job/1831,18K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: April 28, 2018",Experience: Entry Level,Any education,School
Kindergarten / Preschool English Teachers Wanted,http://www.jobleadchina.com/job/1830,18K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: April 28, 2018",Experience: Entry Level,Any education,School
Preschool / Kindergarten English teacher,http://www.jobleadchina.com/job/1532,18K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: April 28, 2018",Experience: Entry Level,Any education,School
Training Center English Teaching ,http://www.jobleadchina.com/job/1718,15K/MTH - 17K/MTH,翌凌,Shanghai,"Post time: April 28, 2018",Experience: Mid-Senior Level,Any education,Others
women swimming coaches and Karate instructors,http://www.jobleadchina.com/job/1808,15K/MTH - 18K/MTH,翌凌,Shanghai,"Post time: April 28, 2018",Experience: Mid-Senior Level,Any education,Others
Full time English Teacher,http://www.jobleadchina.com/job/1874,10K/MTH - 20K/MTH,Wanfu Edu,Others,"Post time: April 28, 2018",Experience: Associate,Bachelor,School
Fun ESL Teaching in Chengdu,http://www.jobleadchina.com/job/1871,12K/MTH - 20K/MTH,Drama English Theatre,Chengdu,"Post time: April 28, 2018",Experience: Mid-Senior Level,Any education,Teaching Center
English Speaking PE Teacher,http://www.jobleadchina.com/job/1861,20K/MTH - 30K/MTH,Yungu School,Hangzhou,"Post time: April 24, 2018",Experience: Associate,Bachelor,School
English Speaking Music Teacher,http://www.jobleadchina.com/job/1860,20K/MTH - 30K/MTH,Yungu School,Hangzhou,"Post time: April 24, 2018",Experience: Associate,Bachelor,School
English Speaking Art Teacher,http://www.jobleadchina.com/job/1859,20K/MTH - 30K/MTH,Yungu School,Hangzhou,"Post time: April 24, 2018",Experience: Associate,Bachelor,School
